id	English	Japanese	French	German	Spanish	Korean	Chinese
giant24.sublevel1.hint13	Unlike {F8}, {F7} chose to not get married and take care of their mother, {F5}, who was suffering from Alzheimer	{F8} とは異なり、{F7} は結婚せず、アルツハイマー病を患っていた母親の {F5} を世話することを選択しました	Contrairement à {F8}, {F7} a choisi de ne pas se marier et de s'occuper de sa mère, {F5}, atteinte de la maladie d'Alzheimer	Im Gegensatz zu {F8} entschied sich {F7}, nicht zu heiraten und sich um ihre Mutter {F5} zu kümmern, die an Alzheimer erkrankt war	A diferencia de {F8}, {F7} optó por no casarse y cuidar de su madre, {F5}, enferma de Alzheimer	{F8}와(과) 다르게 {F7}은(는) 결혼을 하지 않고 알츠하이머로 고생 중인 그녀의 어머니 {F5}을(를) 돌보기로 결정했습니다	不同於 {F8}，{F7} 選擇不結婚，還照顧她們患有阿茲海默症的母親 {F5}
giant24.sublevel1.hint14	{M10} is an only child, and so is his son, {M12}	{M10} はひとりっ子で、息子の {M12} もひとりっ子です	{M10} est fils unique, tout comme son fils, {M12}	{M10} ist ein Einzelkind – ebenso wie sein Sohn {M12}	{M10} es hijo único, al igual que su hijo, {M12}	{M10}은(는) 외동이며 그의 아들 {M12} 또한 마찬가지입니다	{M10} 是獨生子，他的兒子 {M12} 也是
giant24.sublevel1.hint15	{F8} had already known her daughter-in-law, {F11}, for a long time before her son, {M10}, married her	{F8} は、息子の {M10} が {F11} と結婚する前から、義理の娘となるその女性のことを長い間知っていました	{F8} connaissait déjà sa belle-fille, {F11}, depuis longtemps avant que son fils, {M10}, ne l'épouse	{F8} kannte ihre Schwiegertochter {F11} schon lange, bevor ihr Sohn {M10} sie heiratete	{F8} ya conocía a su nuera, {F11}, desde mucho antes de que su hijo, {M10}, se casara con ella	{F8}은(는) 아들 {M10}이(가) 며느리인 {F11}와(과) 결혼하기 오래 전부터 이미 그녀를 알고 있었습니다	{F8} 在兒子 {M10} 娶媳婦 {F11} 之前已經認識她很久了
giant24.sublevel1.hint16	{M10} never got to meet his grandfather, {M5}, because he had passed away before he was born	{M10} は、自分が生まれる前に祖父の {M5} が亡くなったので、彼に会うことはできませんでした	{M10} n'a jamais connu son grand-père, {M5}, qui est décédé avant sa naissance	{M10} hat seinen Großvater {M5} nie kennengelernt, da er vor seiner Geburt verstorben war	{M10} no llegó a conocer a su abuelo, {M5}, porque había fallecido antes de que él naciera	{M10}의 할아버지 {M5}은(는) 그가 태어나기 전에 돌아가셨기 때문에 만날 수 없었습니다	{M10} 從未見過他的祖父 {M5}，因為他在他出生之前就去世了
giant25.sublevel1.hint1	{F5} was abandoned on the street when she was a baby, luckily {M2} found her and adopted her	{F5} は赤ん坊のときに路上に捨てられましたが、幸運にも {M2} が彼女を見つけて養子にしました	{F5} a été abandonnée dans la rue quand elle était bébé, heureusement {M2} l'a trouvée et l'a adoptée	{F5} wurde als Baby auf der Straße ausgesetzt – zum Glück fand {M2} sie und adoptierte sie	{F5} fue abandonada en la calle cuando era un bebé; por suerte {M2} la encontró y la adoptó	{F5}은 그녀가 아기였을 때 길거리에 버려졌지만 다행히 {M2}이(가) 그녀를 발견하고 입양했습니다	{F5} 在嬰兒時期被遺棄街頭，幸運的是 {M2} 發現她並領養了她
giant25.sublevel1.hint2	{M1} is quite fond of his daughter-in-law, {F2}, who married his only son, {M2}	{M1} は、ひとり息子の {M2} と結婚した義理の娘 {F2} をとても気に入っています	{M1} aime beaucoup sa belle-fille, {F2}, qui a épousé son fils unique, {M2}	{M1} ist ganz vernarrt in seine Schwiegertochter {F2}, die seinen einzigen Sohn {M2} geheiratet hat	{M1} quiere mucho a su nuera, {F2}, que se casó con su único hijo, {M2}	{M1}은(는) 그의 외동아들 {M2}와(과) 결혼한 며느리 {F2}을(를) 아주 좋아합니다	{M1} 非常疼愛嫁給他獨生子 {M2} 的媳婦 {F2}
giant25.sublevel1.hint3	{M2} found out that his old friend, {M3}, was the father of his son-in-law, {M5}	{M2} は、旧友の {M3} が自分の義理の息子となった {M5} の父親であることを知りました	{M2} a découvert que son vieil ami, {M3}, était le père de son gendre, {M5}	{M2} fand heraus, dass sein alter Freund {M3} der Vater seines Schwiegersohns {M5} war	{M2} descubrió que su viejo amigo, {M3}, era el padre de su yerno, {M5}	{M2}은(는) 그의 오랜 친구인 {M3}이(가} 그의 사위 {M5}의 아버지라는 것을 알게 되었습니다	{M2} 發現他的老朋友 {M3} 是女婿 {M5} 的父親
giant25.sublevel1.hint4	{M6} got married with {F6} ahead of his big brother, {M5}, but they couldn't have any children	{M6} は兄の {M5} より先に {F6} と結婚しましたが、子宝には恵まれませんでした	{M6} s'est marié avec {F6} avant son grand frère, {M5}, mais ils n'ont pas pu avoir d'enfants	{M6} heiratete {F6} vor seinem großen Bruder {M5}, aber sie konnten keine Kinder bekommen	{M6} se casó con {F6} antes que su hermano mayor, {M5}, pero no pudieron tener hijos	{M6}은(는) 아내 {F6}와 그의 형인 {M5}보다 먼저 결혼했지만 아이는 갖지 못했습니다	{M6} 娶了 {F6}，比他的哥哥{M5}早婚，但他們沒有孩子
giant25.sublevel1.hint5	{M3} and {F3}'s oldest grandchild, {F8}, died in a house fire when she was in high school	{M3} と {F3} の一番年上の孫である {F8} は、高校生のときに住宅火災で亡くなりました	L'aînée des petites-filles de {M3} et {F3}, {F8}, est décédée dans l'incendie de sa maison alors qu'elle était au lycée	Die älteste Enkelin von {M3} und {F3}, {F8}, kam bei einem Hausbrand ums Leben, als sie noch zur Schule ging	La nieta mayor de {M3} y {F3}, {F8}, murió en un incendio cuando ella estaba en el instituto	{M3}와(과) {F3}의 첫째 손주 {F8}은(는) 고등학생 때 집의 화재로 사망했습니다	{M3} 和 {F3} 的長孫女 {F8} 在高中時死於住宅火災
giant25.sublevel1.hint6	After her sister, {F8}, passed away, {F9} looked for a dependable firefighter spouse and married {M9}	姉の {F8} が亡くなった後、{F9} は頼りになる消防士の配偶者を探し、{M9} と結婚しました	Après le décès de sa sœur {F8}, {F9} a cherché un conjoint pompier fiable et a épousé {M9}	Nach dem Tod ihrer Schwester {F8} suchte {F9} nach einem verlässlichen Ehepartner, der bei der Feuerwahr tätig ist, und heiratete {M9}	Tras el fallecimiento de su hermana, {F8}, {F9} buscó un cónyuge bombero de confianza y se casó con {M9}	그녀의 언니 {F8}이(가) 사망한 후 {F9}은(는) 의지할 수 있는 소방관 배우자 {M9}을(를) 찾아 결혼했습니다	在姊姊 {F8} 去世後，{F9} 尋找可靠的消防員來當配偶，嫁給了 {M9}
giant25.sublevel1.hint7	{M9}'s youngest child is a lesbian and married {F12}, they adopted a son	{M9} の末っ子はレズビアンで、{F12} と結婚しており、男の子を養子に迎えました	La plus jeune enfant de {M9} est lesbienne et a épousé {F12}, elles ont adopté un fils	Das jüngste Kind von {M9} ist lesbisch und hat {F12} geheiratet – die beiden adoptierten einen Sohn	La hija menor de {M9} es lesbiana y se casó con {F12}, y adoptaron un hijo	{M9}의 막내 자녀는 레즈비언이며 {F12}와(과) 결혼하여 아들을 입양했습니다	{M9} 的老么是女同志，跟 {F12} 結婚，她們領養了一個兒子
giant25.sublevel1.hint8	{M2} got married a bit late in life with a young woman, that he was only able to have 1 biological child, {M4}	{M2} は年を取ってから若い女性と結婚しましたが、{M4} という1人の実子しか生まれませんでした	{M2} s'est marié un peu tard avec une jeune femme, il n'a pu avoir qu'un seul enfant biologique, {M4}	{M2} heiratete etwas später im Leben eine junge Frau, sodass er nur ein biologisches Kind haben konnte, {M4}	{M2} se casó un poco tarde con una joven, con la que solo pudo tener un hijo biológico, {M4}	{M2}은(는) 꽤 늦은 나이에 젊은 여성과 결혼하여 단 한명의 생물학적 자녀 {M4}만을 가질 수 있었습니다	{M2} 有點晚婚，娶了一位年輕女子，以致於他只有 1 個親生子 {M4}
giant25.sublevel1.hint9	{F2}'s grandchildren were often called "The Duo Brothers" because they looked very much alike, however only {M8} got married in the end	{F2} の孫たちはよく似ているため「デュオ兄弟」と呼ばれることが多かったのですが、最終的に結婚できたのは {M8} だけでした	Les petits-enfants de {F2} étaient souvent appelés « les frères du duo » parce qu'ils se ressemblaient beaucoup, mais seul {M8} s'est finalement marié	Die Enkelkinder von {F2} wurden oft „Die Duo-Brüder“ genannt, weil sie sich sehr ähnlich sahen – nur {M8} heiratete	A los nietos de {F2} a menudo se les llamaba "Los Hermanos Dúo" porque se parecían mucho, sin embargo solo {M8} se casó al final	{F2}의 손주들은 서로 매우 닮았기 때문에 "듀오 형제"라고 불렸지만 결국 {M8}만이 결혼했습니다	{F2} 的孫子經常被稱為「雙生子」，因為他們面貌酷似，但最終只有 {M8} 結婚
giant25.sublevel1.hint10	{M7}'s great-grandmother sailed the seas	{M7} の曾祖母は海を航海していました	L'arrière-grand-mère de {M7} a navigué sur les mers	Die Urgroßmutter von {M7} segelte über die Meere	La bisabuela de {M7} navegó por los mares	{M7}의 증조모는 바다를 항해했었습니다	{M7} 的曾祖母航行四海
giant25.sublevel1.hint11	{F4}’s first grandchild, {M10} is autistic, so his mother, {F7}, took special care for him because she loves him very much	{F4}の初孫である{M10}は自閉症で、母親の{F7}は彼をとても愛しているので、特別に世話をした。	Le premier petit-enfant de {F4}, {M10}, est autiste et sa mère, {F7}, s'en est particulièrement occupée parce qu'elle l'aime énormément	Das erste Enkelkind von {F4}, {M10}, ist autistisch und seine Mutter, {F7}, kümmerte sich besonders um ihn, weil sie ihn sehr liebt.	El primer nieto de {F4}, {M10}, es autista. Por lo tanto, su madre, {F7}, le cuidó de forma especial porque lo ama mucho	{F4}의 첫 번째 손자인 {M10}(은)는 자폐증을 앓았고, 그의 어머니인 {F7}(은)는 아들을 너무 사랑해 특별히 돌봤습니다	{M10} 是 {F4} 的第一個孫子，患有自閉症，{M10} 的母親 {F7} 非常愛他，因此也特別照顧他
giant25.sublevel1.hint12	Even though they're siblings, {M11} and his little sister, {F11}, don't get along	兄妹であるにもかかわらず、{M11} と妹の {F11} は仲が悪いです	Bien qu'ils soient frères et sœurs, {M11} et sa petite sœur, {F11}, ne s'entendent pas	Obwohl sie Geschwister sind, kommen {M11} und seine kleine Schwester {F11} nicht miteinander aus	Aunque son hermanos, {M11} y su hermana pequeña, {F11}, no se llevan bien	{M11}와(과) {F11}은(는) 남매이지만 사이가 좋지 않습니다	儘管他們是手足，{M11} 和妹妹 {F11} 處不來
giant25.sublevel1.hint13	{F10} tried to befriend her sister-in-law, {F11}, but she was unsuccessful	{F10} は義理の妹である {F11} と友だちになろうとしましたが、うまくいきませんでした	{F10} a essayé de se lier d'amitié avec sa belle-sœur, {F11}, mais sans succès	{F10} versuchte, sich mit ihrer Schwägerin {F11} anzufreunden, aber es gelang ihr nicht	{F10} intentó hacerse amiga de su cuñada, {F11}, pero no lo consiguió	{F10}은(는) 시누이 {F11}와(과) 친구가 되려고 했지만 실패했습니다	{F10} 試圖跟小姑 {F11} 交朋友，但不成功
giant25.sublevel1.hint14	{F7} is proud of her youngest grandchild who won a tennis championship	{F7} はテニス選手権で優勝した末孫を誇りに思っています	{F7} est fière de son plus jeune petit-enfant qui a remporté un championnat de tennis	{F7} ist stolz auf ihr jüngstes Enkelkind, das eine Tennismeisterschaft gewonnen hat	{F7} está orgullosa de su nieto menor, que ganó un campeonato de tenis	{F7}은(는) 테니스 챔피언쉽에서 우승한 그녀의 막내 손주를 자랑스러워합니다	{F7} 為她最年幼的孫女贏得網球錦標賽而感到自豪
giant25.sublevel1.hint15	Unlike her, {F13}'s older brother doesn't like physical activities, but no one knows that he's a wanted cyber fugitive	{F13} の兄は彼女とは違って、身体活動が好きではありませんが、彼が指名手配中のサイバー犯罪者であることは誰も知りません	Contrairement à elle, le frère aîné de {F13} n'aime pas les activités physiques, mais personne ne sait qu'il est un cyberfugitif recherché	Im Gegensatz zu ihr mag der ältere Bruder von {F13} keine körperlichen Aktivitäten, aber niemand weiß, dass er ein gesuchter Cyberflüchtling ist	A diferencia de ella, al hermano mayor de {F13} no le gustan las actividades físicas, pero nadie sabe que es un ciberfugitivo que está en busca y captura	그녀와 다르게 {F13}의 오빠는 신체적인 활동을 좋아하지 않지만 아무도 그가 수배중인 사이버 도망자라는 사실을 모릅니다	與她不同的是，{F13} 的哥哥不喜歡體育活動，但沒人知道他是個通緝網路逃犯
giant25.sublevel1.hint16	{F5}'s first grandchild is {M10}'s brother-in-law	{F5} の初孫は {M10} の義理の兄弟です	Le premier petit-enfant de {F5} est le beau-frère de {M10}	Das erste Enkelkind von {F5} ist der Schwager von {M10}	El primer nieto de {F5} es el cuñado de {M10}	{F5}의 첫쨰 손주는 {M10}의 처남입니다	{F5} 的長孫是 {M10} 的連襟
giant25.sublevel1.hint17	{M12} and {M13} are cousins, even though they're not blood related	{M12} と {M13} は血のつながりはありませんが、いとこです	{M12} et {M13} sont cousins, même s'ils ne sont pas liés par le sang	{M12} und {M13} sind Cousins, auch wenn sie nicht blutsverwandt sind	{M12} y {M13} son primos, aunque no tienen relación de parentesco	{M12}와(과) {M13}은(는) 혈연으로 맺어지진 않았지만 사촌지간입니다	{M12} 和 {M13} 是表親，儘管他們沒有血緣關係
giant26.sublevel1.hint1	{M2} adopted {M5}, and subsequently, {M5} adopted {F6}	{M2} は {M5} を養子に迎え、その後 {M5} が {F6} を養子にしました	{M2} a adopté {M5}, et par la suite, {M5} a adopté {F6}	{M2} adoptierte {M5} und anschließend adoptierte {M5} {F6}	{M2} adoptó a {M5}, y posteriormente, {M5} adoptó a {F6}	{M2}은(는) {M5}을(를) 입양했고, 나중에 {M5}은(는) {F6}을(를) 입양했습니다	{M2} 領養了 {M5}，隨後 {M5} 領養了 {F6}
giant26.sublevel1.hint2	{M10} is {M8} and {F6}'s youngest child	{M10} は {M8} と {F6} の一番下の子どもです	{M10} est le plus jeune enfant de {M8} et {F6}	{M10} ist das jüngste Kind von {M8} und {F6}	{M10} es el hijo menor de {M8} y {F6}	{M10}은(는) {M8}와(과) {F6}의 막내 자녀입니다	{M10} 是 {M8} 和 {F6} 的老么
giant26.sublevel1.hint3	{M9} is {M10}'s brother-in-law	{M9} と {M10} は義理の兄弟です	{M9} est le beau-frère de {M10}	{M9} ist der Schwager von {M10}	{M9} es cuñado de {M10}	{M9}은(는) {M10}의 처남입니다	{M9} 是 {M10} 的連襟
giant26.sublevel1.hint4	{M9}'s daughter, {F10}, died after giving birth to her second child, {M12}	{M9} の娘の {F10} は、2人目の子どもとなる {M12} の出産後に亡くなりました	La fille de {M9}, {F10}, est décédée après avoir donné naissance à son deuxième enfant, {M12}	Die Tochter von {M9}, {F10}, starb nach der Geburt ihres zweiten Kindes, {M12}	La hija de {M9}, {F10}, murió después de dar a luz a su segundo hijo, {M12}	{M9}의 딸 {F10}은(는) 그녀의 둘째 아이 {M12}을(를) 낳고 사망했습니다	{M9} 的女兒 {F10} 在生下老二 {M12} 之後過世
giant26.sublevel1.hint5	{M11} initially married {F10}, and 10 years after her death, he married {F11}	{M11} は最初 {F10} と結婚し、彼女の死後10年後に {F11} と結婚しました	{M11} a d'abord épousé {F10}, et 10 ans après son décès, il a épousé {F11}	{M11} heiratete zunächst {F10} und 10 Jahre nach ihrem Tod {F11}	{M11} se casó primero con {F10}, y diez años después de su muerte, con {F11}	{M11}은(는) 처음 {F10}와(과) 결혼했지만 그녀가 사망하고 10년 후 {F11}와(과) 결혼했습니다	{M11} 最初娶了 {F10}，在她過世 10 年後，他娶了 {F11}
giant26.sublevel1.hint6	{M8} is {M3} and {F2}'s grandchild	{M8} は {M3} と {F2} の孫です	{M8} est le petit-enfant de {M3} et {F2}	{M8} ist das Enkelkind von {M3} und {F2}	{M8} es nieto de {M3} y {F2}	{M8}은(는) {M3}와(과) {F2}의 손주입니다	{M8} 是 {M3} 和 {F2} 的孫子
giant26.sublevel1.hint7	{M1} and {F1} is {M9}'s great-grandparents	{M1} と {F1} は {M9} の曾祖父母です	{M1} et {F1} sont les arrière-grands-parents de {M9}	{M1} und {F1} sind die Urgroßeltern von {M9}	{M1} y {F1} son los bisabuelos de {M9}	{M1}와(과) {F1}은(는) {M9}의 증조부모입니다	{M1} 和 {F1} 是 {M9} 的曾祖父母
giant26.sublevel1.hint8	{F7} and {M9} have the same parents	{F7} と {M9} は両親が同じです	{F7} et {M9} ont les mêmes parents	{F7} und {M9} haben dieselben Eltern	{F7} y {M9} tienen los mismos padres	{F7}와(과) {M9}은(는) 같은 부모를 두었습니다	{F7} 和 {M9} 同父同母
giant26.sublevel1.hint9	{F8} shares the same last name as {M9} after their marriage	{F8} は {M9} と結婚して同じ姓を名乗っています	{F8} porte le même nom de famille que {M9} après leur mariage	{F8} hat nach ihrer Hochzeit denselben Nachnamen wie {M9}	{F8} comparte el mismo apellido que {M9} tras su matrimonio	{F8}와(과) {M9}은(는) 결혼 후 같은 성을 공유합니다	{F8} 在嫁給 {M9} 之後從夫姓
giant26.sublevel1.hint10	{M12}'s older sister is an astronaut	{M12} の姉は宇宙飛行士です	La sœur aînée de {M12} est astronaute	Die ältere Schwester von {M12} ist Astronautin	La hermana mayor de {M12} es astronauta	{M12}의 누나는 우주비행사입니다	{M12} 的姊姊是太空人
giant26.sublevel1.hint11	{M8}'s daughter-in-law is a sailor	{M8} の義理の娘は船員です	La belle-fille de {M8} est marin	Die Schwiegertochter von {M8} ist Seefahrerin	La nuera de {M8} es marinera	{M8}의 며느리는 선원입니다	{M8} 的媳婦是水手
giant26.sublevel1.hint12	{M1} is {F5}'s grandfather from her father's side	{M1} は {F5} の父方の祖父です	{M1} est le grand-père paternel de {F5}	{M1} ist der Großvater von {F5} väterlicherseits	{M1} es el abuelo de {F5} por parte de padre	{M1}은(는) {F5}의 친할아버지입니다	{M1} 是 {F5} 的祖父
giant26.sublevel1.hint13	{M7} taught {M9}, his youngest child, how to play the piano	{M7} は末っ子の {M9} にピアノの弾き方を教えました	{M7} a appris à {M9}, son plus jeune enfant, à jouer du piano	{M7} brachte {M9}, seinem jüngsten Kind, das Klavierspielen bei	{M7} enseñó a {M9}, su hijo menor, a tocar el piano	{M7}은(는) 그의 막내 자녀 {M9}에게 피아노를 가르쳐주었습니다	{M7} 教他的老么 {M9} 彈鋼琴
giant26.sublevel1.hint14	{F3} and {M4} are {F5}'s parents	{F3} と {M4} は {F5} の両親です	{F3} et {M4} sont les parents de {F5}	{F3} und {M4} sind die Eltern von {F5}	{F3} y {M4} son los padres de {F5}	{F3}와(과) {M4}은(는) {F5}의 부모입니다	{F3} 和 {M4} 是 {F5} 的父母
giant26.sublevel1.hint15	{F2} introduced {F4} to her son, {M6}, and they got married shortly after	{F2} は {F4} を息子の {M6} に紹介し、その後まもなく2人は結婚しました	{F2} a présenté {F4} à son fils, {M6}, et ils se sont mariés peu après	{F2} stellte {F4} ihrem Sohn {M6} vor – sie heirateten kurz darauf	{F2} presentó a {F4} a su hijo, {M6}, y se casaron poco después	{F2}은(는) 그녀의 아들 {M6}에게 {F4}을(를) 소개해주었으며 그들은 머지 않아 결혼했습니다	{F2} 介紹 {F4} 給她的兒子 {M6}，他們不久之後就結婚了
giant27.sublevel1.hint1	{F5} was treated badly by her step-mother, {F3}, and step-sister, {F6}	{F5} は継母の {F3} と義理の姉妹の {F6} からひどい扱いを受けました	{F5} a été maltraitée par sa belle-mère, {F3}, et sa demi-sœur, {F6}	{F5} wurde von ihrer Stiefmutter, {F3}, und ihrer Stiefschwester, {F6}, schlecht behandelt	{F5} fue maltratada por su madrastra, {F3}, y su hermanastra, {F6}	{F5}은(는) 그녀의 양어머니 {F3}와(과) 이복자매 {F6}(으)로부터 나쁜 대우를 받았습니다	{F5} 遭受繼母 {F3} 和繼姊妹 {F6} 欺壓
giant27.sublevel1.hint2	{F3} married {M2} because she wanted his money for herself	{F3} が {M2} と結婚したのは、彼のお金を自分のために欲しかったからです	{F3} a épousé {M2} parce qu'elle voulait son argent pour elle-même	{F3} hat {M2} geheiratet, weil sie sein Geld für sich haben wollte	{F3} se casó con {M2} porque quería su dinero	{F3}은(는) 그의 돈을 원했기 떄문에 {M2}와(과) 결혼했습니다	{F3} 嫁給 {M2} 是因為她想繼承他的錢財
giant27.sublevel1.hint3	After her father died, {F5} had to pay for her sick mother, {F2}'s medical bills by herself	父親が亡くなった後、{F5} は病気の母親 {F2} の医療費を自分で支払わなければなりませんでした	Après la mort de son père, {F5} a dû payer elle-même les frais médicaux de sa mère malade, {F2}	Nach dem Tod ihres Vaters musste {F5} die Arztrechnungen ihrer kranken Mutter {F2} selbst bezahlen	Tras la muerte de su padre, {F5} tuvo que pagar ella sola los gastos médicos de su madre enferma, {F2}	{F5}은(는) 그녀의 아버지가 돌아가신 후 그녀의 아픈 어머니 {F2}의 병원비를 혼자서 내야했습니다	父親去世後，{F5} 必須獨力負擔生病的母親 {F2} 的醫療費用
giant27.sublevel1.hint4	{M4} is the son of an aristocrat, {M1}, who paid all of his mother-in-law, {F2}'s medical bills	{M4} は、義母 {F2} の医療費をすべて支払ってくれた、上流階級の {M1} の息子です	{M4} est le fils d'un aristocrate, {M1}, qui a payé toutes les factures médicales de sa belle-mère, {F2}	{M4} ist der Sohn eines Aristokraten, {M1}, der alle Arztrechnungen seiner Schwiegermutter, {F2}, bezahlt hat	{M4} es el hijo de un aristócrata, {M1}, que pagó todas las facturas médicas de su suegra, {F2}	{M4}은(는) 귀족 {M1}의 아들로 그의 장모 {F2}의 병원비를 모두 내주었습니다	{M4} 是一位貴族 {M1} 的兒子，他支付了岳母 {F2} 所有的醫療費用
giant27.sublevel1.hint5	Due to her attitude, no one wanted to marry {F6}, so she adopted a child, {M7}, to work and pay for her bills	自分の態度のせいで誰も {F6} と結婚したがらなかったので、彼女は働いて生活費を稼いでくれる {M7} を養子に迎えました	En raison de son attitude, personne ne voulait épouser {F6}, alors elle a adopté un enfant, {M7}, pour travailler et payer ses factures	Aufgrund ihres Verhaltens wollte niemand {F6} heiraten, also adoptierte sie ein Kind, {M7}, um es für sich arbeiten und ihre Rechnungen bezahlen zu lassen	Debido a su actitud, nadie quería casarse con {F6}, así que adoptó a un niño, {M7}, para que trabajara y pagara sus facturas	{F6}은(는) 그녀의 태도 때문에 아무도 그녀와 결혼하고 싶지 않아 일을 하고 그녀의 고지서를 납부해 줄 아이 {M7}을(를) 입양하였습니다	因為 {F6} 態度很差，沒有人想娶她，所以她領養了一個孩子 {M7} 來工作和支付她的花費
giant27.sublevel1.hint6	{F5} was happy to have a kind mother-in-law, {F1}, and sister-in-law, {F4}	{F5} は優しい義母の {F1} と義理の姉妹の {F4} に恵まれて幸せでした	{F5} est heureuse d'avoir une belle-mère, {F1}, et une belle-sœur, {F4}, bienveillantes	{F5} war glücklich, eine nette Schwiegermutter, {F1}, und Schwägerin, {F4}, zu haben	{F5} se alegró de tener una suegra amable, {F1}, y una cuñada, {F4}	{F5}은(는) 친절한 시어머니 {F1}와(과) 시누이 {F4}을(를) 갖게 되어 행복했습니다	{F5} 很高興婆婆 {F1} 和嫂子 {F4} 都很親切
giant27.sublevel1.hint7	{M3} and {M4} are best friends, who are also brothers-in-law	{M3} と {M4} は親友であり、義理の兄弟でもあります	{M3} et {M4} sont les meilleurs amis du monde et également beaux-frères	{M3} und {M4} sind beste Freunde und gleichzeitig Schwager	{M3} y {M4} son muy buenos amigos, y también son cuñados	{M3}와(과) {M4}은(는) 가장 친한 친구이며 그의 처남이기도 합니다	{M3} 和 {M4} 是摯友，也是連襟
giant27.sublevel1.hint8	{F8} and {F9} are {M1}'s grandchildren who married the same person, {M5}	{F8} と {F9} は {M1} の孫で、{M5} という同じ人と結婚しました	{F8} et {F9} sont les petites-filles de {M1}, et elles ont épousé la même personne, {M5}	{F8} und {F9} sind die Enkelkinder von {M1}, die dieselbe Person, {M5}, geheiratet haben	{F8} y {F9} son nietos de {M1}, que se casaron con la misma persona, {M5}	{F8}와(과) {F9}은(는) {M1}의 손주이며 같은 사람 {M5}와(과) 결혼했습니다	{F8} 和 {F9} 是 {M1} 的孫女，她們都嫁給了 {M5}
giant27.sublevel1.hint9	{F2} was happy that her daughter found happiness and got 3 children, with {F9} being the oldest	{F2} は、娘が幸せを手に入れ、長女の {F9} を筆頭に3人の子どもに恵まれたことを嬉しく思っています	{F2} est heureuse que sa fille ait trouvé le bonheur et ait eu trois enfants, dont {F9} est l'aînée	{F2} war erfreut, dass ihre Tochter ihr Glück fand und 3 Kinder bekam, von denen {F9} das älteste war	{F2} se alegró de que su hija encontrara la felicidad y tuviera tres hijos, siendo {F9} la mayor	{F2}은(는) 그녀가 첫쨰인 {F9}을(를) 포함한 세 자녀와 함께 행복을 찾게 되어 기뻤습니다	{F2} 很高興她的女兒過著幸福美滿的生活，還生了 3 個孩子，其中 {F9} 是老大
giant27.sublevel1.hint10	{F10} is the middle child of 3 siblings	{F10} は3人きょうだいの真ん中です	{F10} est la fille du milieu d'une fratrie de trois enfants	{F10} ist das Mittelkind von 3 Geschwistern	{F10} es el mediano de tres hermanos	{F10}은(는) 세 형제자매 중 둘째입니다	{F10} 是 3 個手足之中的老二
giant27.sublevel1.hint11	{M6} has 2 grandmothers, {F1} and {F2}	{M6} には {F1} と {F2} という2人の祖母がいます	{M6} a deux grands-mères, {F1} et {F2}	{M6} hat 2 Großmütter, {F1} und {F2}	{M6} tiene dos abuelas, {F1} y {F2}	{M6}은(는) {F1}와(과) {F2}, 두 할머니를 두었습니다	{M6} 有 2 位祖母 {F1} 和 {F2}
giant27.sublevel1.hint12	{F7} attended {F8}'s wedding as her sister	{F7} は {F8} の結婚式に姉妹として出席しました	{F7} a assisté au mariage de {F8} en tant que sœur	{F7} nahm als Schwester an der Hochzeit von {F8} teil	{F7} asistió a la boda de {F8} como su hermana	{F7}은(는) 그녀의 여동생 {F8}의 결혼식에 참여했습니다	{F7} 以姊姊的身份出席 {F8} 的婚禮
giant27.sublevel1.hint13	{M7} hated his mother since she forbid him from marrying his girlfriend, {F11}, so he eloped and never came back	{M7} は、ガールフレンドの {F11} との結婚を母親から禁止されたため、母親を憎んでいました。そして、駆け落ちして二度と戻ってきませんでした	{M7} déteste sa mère depuis qu'elle lui a interdit d'épouser sa petite amie, {F11}, il s'est donc enfui et n'est jamais revenu	{M7} hasste seine Mutter, weil sie ihm verbot, seine Freundin {F11} zu heiraten, also brannte er durch und kam nie wieder zurück	{M7} odiaba a su madre desde que le prohibió casarse con su novia, {F11}, así que se fugó y nunca regresó	{M7}은(는) 그의 여자친구 {F11}와(과) 결혼하는 것을 반대한 그의 어머니를 증오하여 그녀와 함께 달아나 다시 돌아오지 않았습니다	{M7} 對母親懷恨在心，因為她不讓他娶女朋友 {F11}，所以他私奔，再也不回家了
giant27.sublevel1.hint14	{F12} has 2 step-brothers, and the younger one is married to {F13}	{F12} には2人の義理の兄弟がおり、義理の弟は {F13} と結婚しています	{F12} a deux demi-frères, dont le plus jeune est marié à {F13}	{F12} hat 2 Stiefbrüder – der jüngere ist mit {F13} verheiratet	{F12} tiene dos hermanastros, y el menor está casado con {F13}	{F12}은(는) 두 이복형제가 있는데 그 중 어린 형제가 {F13}와(과) 결혼했습니다	{F12} 有 2 個繼兄弟，年紀較輕的娶了 {F13}
